strain	date	gpc_lineage	host	country	abbr_authors	s_lineage	genbank_accession	author	accession	sub_lineage	division
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1541	2016-10-13	LIII	Homo sapiens	Nigeria	Odia et al.	LIII	MH053482	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053482		
LASV/H.sapiens-tc/NGA/2016/IRR_009	2016-01-20	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107939	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107939	3e	Plateau
LASV/H.sapiens-tc/NGA/2016/IRR_003	2016-01-04	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107940	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107940	3e	Plateau
LASV/H.sapiens-tc/NGA/2016/IRR_005	2016-01-08	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107953	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107953	3e	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_014	2013-11-23	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107899	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107899	3e	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1609	2016-11-01	LIII	Homo sapiens	Nigeria	Odia et al.	LIII	MH053589	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053589		
LASV/H.sapiens-wt/NGA/2018/IRR_136	2018-03-05	LIII	Homo sapiens	Nigeria	Kafetzopoulou et al.	LIII	MK118034	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118034	3e	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_054	2018-02-04	LIII	Homo sapiens	Nigeria	Kafetzopoulou et al.	LIII	MK117989	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117989	3e	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1546	2016-10-16	LIII	Homo sapiens	Nigeria	Odia et al.	LIII	MH053468	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053468		
LASV/H.sapiens-wt/NGA/2018/IRR_086	2018-02-08	LIII	Homo sapiens	Nigeria	Kafetzopoulou et al.	LIII	MK118011	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118011	3e	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_015	2013-12-04	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107945	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107945	3e	Bauchi
LASV/H.sapiens-tc/NGA/2015/IRR_009	2015-04-25	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107911	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107911	3e	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_016	2013-12-08	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107900	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107900	3e	Bauchi
LASV/H.sapiens-tc/NGA/2016/IRR_031	2016-03-11	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107954	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107954	3e	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_001	2018-01-02	LIII	Homo sapiens	Nigeria	Kafetzopoulou et al.	LIII	MK117952	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117952	3e	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_001_I	2018-01-02	LIII	Homo sapiens	Nigeria	Kafetzopoulou et al.	LIII	MK117852	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117852		Bauchi
LASV/H.sapiens-tc/NGA/2014/IRR_003	2014-04-07	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107947	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107947	3e	Bauchi
LASV/H.sapiens-tc/NGA/2016/IRR_028	2016-02-29	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107920	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107920	3e	Bauchi
LASV/H.sapiens-tc/NGA/2016/IRR_019	2016-02-12	LIII	Homo sapiens	Nigeria	Ehichioya et al.	LIII	MK107919	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107919	3e	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0621	2016-02-12	LIII	Homo sapiens	Nigeria	Odia et al.	LIII	MH053474	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053474		
Soromba-R30	2012-03-03	LIV_V	Mastomys natalensis	Mali	Safronetz et al.	LIV_V	KF478769	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478769		
Mali 2009	2009-02-01 (2009-02-01 - 2009-02-25)	LIV_V	Homo sapiens	Mali	Ashraf et al.	LIV_V	OL774863	Ashraf,S.,Love,H.,Burton,C.,Carmichael,S.,Davis,C.,Filipe,A.D.,Roddy,S.,Smollett,K.,Summers,S.,Tong,L.,Richards,K.S.,Thomson,E.C.	OL774863		
Komina-R16	2012-03-03	LIV_V	Mastomys natalensis	Mali	Safronetz et al.	LIV_V	KF478767	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478767		
Soromba-R	2009-06-01 (2009-06-01 - 2009-06-27)	LIV_V	Mastomys natalensis	Mali	Safronetz et al.	LIV_V	KF478765	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478765		
Ouoma-R123	2012-03-01 (2012-03-01 - 2012-03-28)	LIV_V	Mastomys natalensis	Mali	Safronetz et al.	LIV_V	KF478768	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478768		
Bamba-R114	2012-03-31 (2012-03-04 - 2012-03-31)	LIV_V	Mastomys natalensis	Mali	Safronetz et al.	LIV_V	KF478766	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478766		
AV	2012-03-25 (2006-06-29 - 2017-11-19)	LIV_V			Carnec et al.	LIV_V	FR832711	Carnec,X.,Baize,S.,Reynard,S.,Diancourt,L.,Caro,V.,Tordo,N.,Bouloy,M.	FR832711		
AV_53hgbs	2012-03-25 (2006-06-29 - 2017-11-19)	LIV_V			Gunther et al.	LIV_V	AF246121	Gunther,S.,Emmerich,P.,Laue,T.,Kuhle,O.,Asper,M.,Jung,A.,Grewing,T.,ter Meulen,J.,Schmitz,H.,Hass,M.,Golnitz,U.,Muller,S.,Becker-Ziaja,B.	AF246121		
LF17019	1989-03-28 (1981-12-11 - 1997-06-08)	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812669	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812669		Bong
LF18042	2018-03-01	LIV_V	Homo sapiens	Liberia	Wiley et al.	LIV_V	MH215289	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215289		Nimba
LF18002	2018-01-10	LIV_V	Homo sapiens	Liberia	Wiley et al.	LIV_V	MH215281	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215281		Nimba
LF16016	2016-04-13	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812665	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812665		Nimba
LF13007	2013-04-29	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812661	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812661		Nimba
LF18037	2018-02-13	LIV_V	Homo sapiens	Liberia	Wiley et al.	LIV_V	MH215283	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215283		Nimba
LF17001	2017-01-09	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812673	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812673		Nimba
LF17020	2017-05-02	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812670	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812670		Nimba
LF17007	2017-01-09	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812667	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812667		Nimba
LF13006	2013-04-29	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812657	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812657		Nimba
LF18041	2018-03-03	LIV_V	Homo sapiens	Liberia	Wiley et al.	LIV_V	MH215287	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215287		Monsterrado
LF17013	2017-02-13	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812677	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812677		Bong
LF16004	2016-02-26	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812663	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812663		Bong
LF11011	2011-04-14	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812655	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812655		Bong
LF18001	2018-01-10	LIV_V	Homo sapiens	Liberia	Wiley et al.	LIV_V	MH215279	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215279		Bong
LF11003	2011-02-20	LIV_V	Homo sapiens	Liberia	Welch et al.	LIV_V	MG812653	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812653		Bong
BA366	2003-01-01 (2003-01-01 - 2003-11-19)	LIV_V	Mastomys natalensis	Guinea	Olschlager et al.	LIV_V	GU830839	Olschlager,S.,Lelke,M.,Emmerich,P.,Panning,M.,Drosten,C.,Hass,M.,Asogun,D.,Ehichioya,D.,Omilabu,S.,Gunther,S.,Ehichioya,D.U.,Becker-Ziaja,B.,Ehimuan,J.,Asogun,D.A.,Fichet-Calvet,E.,Kleinsteuber,K.,Ter Meulen,J.,Akpede,G.O.,Omilabu,S.A.	GU830839		
Guinea Faranah	1996-06-17 (1995-06-15 - 1997-06-25)	LIV_V	Homo sapiens	Guinea	Rossi et al.	LIV_V	KU978807	Rossi,S.L.,Guerbois,M.,Forrester,N.L.,Ksiazek,T.,Lin,D.,Hari,K.,Weaver,S.C.	KU978807		
LF18040	2018-03-02	LIV_V	Homo sapiens	Liberia	Wiley et al.	LIV_V	MH215285	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215285		Monsterrado
Z148	1974-05-27 (1969-07-09 - 1979-07-08)	LIV_V			Hajjaj et al.	LIV_V	AY628205	Hajjaj,A.,Chain,P.S.G.,Do,L.H.,Smith,K.L.,Imbro,P.M.,Malfatti,S.A.,Jahrling,P.B.,Geisbert,J.,Ibrahim,M.S.	AY628205		
Macenta	1981-06-15 (1980-05-07 - 1982-11-16)	LIV_V			Hajjaj et al.	LIV_V	AY628201	Hajjaj,A.,Chain,P.S.G.,Do,L.H.,Smith,K.L.,Imbro,P.M.,Malfatti,S.A.,Jahrling,P.B.,Geisbert,J.,Ibrahim,M.S.	AY628201		
GUINEA Z-185a	1981-01-20	LIV_V	Homo sapiens	Guinea	Rossi et al.	LIV_V	KU978810	Rossi,S.L.,Guerbois,M.,Forrester,N.L.,Ksiazek,T.,Lin,D.,Hari,K.,Weaver,S.C.	KU978810		
LASV/GUI/KIS-2019	2019-01-28	LIV_V	Homo sapiens	Guinea	Magassouba et al.	LIV_V	MT861994	Magassouba,N.,Koivogui,E.,Conde,S.,Kone,M.,Koropogui,M.,Soropogui,B.,Kekoura,I.,Hinzmann,J.,Guenther,S.,Keita,S.,Duraffour,S.,Fichet-Calvet,E.,N'Faly Magassouba,N.,Fichet-Calve,E.	MT861994		Kissidougou
M.erythroleucus/SLE/2019/Kamasseh-08476	2019-04-17	LIV_V	Mastomys erythroleucus	Sierra Leone	Ghersi et al.	LIV_V	OM791226	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791226		Kamasseh
M.natalensis-wt/SLE/2019/Bafodia-00204	2019-09-08	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM735980	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735980		Bafodia
M.natalensis-wt/SLE/2019/Bafodia-00187	2019-09-08	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM735984	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735984		Bafodia
M.natalensis-wt/SLE/2019/Bafodia-00106	2019-09-07	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM735986	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735986		Bafodia
M.natalensis-wt/SLE/2019/Bafodia-00303	2019-11-06	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM735968	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735968		Bafodia
G-7840-1-2	2018-02-13	LIV_V	Homo sapiens	Sierra Leone	Sandi et al.	LIV_V	OR113006	Sandi,J.D.,Momoh,M.,Jalloh,A.M.S.,Kamara,M.S.,Kallon,T.M.P.S.,Baimba,F.,Samuels,R.J.,Wohl,S.,Alhasan,F.,Kanneh,L.,Park,D.,Siddle,K.J.,Schieffelin,J.,Sabeti,P.,Garry,R.F.,Andersen,K.G.,Happi,C.,Grant,D.S.,Schefflien,J.S.	OR113006		Kgh
G1200-LIB-2010	2010-01-01 (2010-01-01 - 2010-11-24)	LIV_V	Homo sapiens	Liberia	Andersen et al.	LIV_V	KM821798	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821798		
M.natalensis-wt/SLE/2019/Makump-00052	2019-08-02	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM735988	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735988		Makump
M.natalensis/SLE/2019/Kapethe-08499	2019-05-29	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM791230	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791230		Kapethe
M.natalensis/SLE/2019/Kapethe-08503	2019-05-30	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM791232	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791232		Kapethe
M.natalensis-wt/SLE/2019/Kapethe-00214	2019-10-03	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM735978	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735978		Kapethe
M.natalensis-wt/SLE/2019/Kapethe-00217	2019-10-03	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM735976	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735976		Kapethe
M.natalensis/SLE/2019/Kamasseh-08477	2019-04-17	LIV_V	Mastomys natalensis	Sierra Leone	Ghersi et al.	LIV_V	OM791228	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791228		Kamasseh
Mad41	2014-05-08	LIV_V	Mastomys erythroleucus	Guinea	Olayemi et al.	LIV_V	KT992417	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992417		
Mad83	2014-05-10	LIV_V	Mastomys erythroleucus	Guinea	Olayemi et al.	LIV_V	KT992421	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992421		
Mad69	2014-05-09	LIV_V	Mastomys erythroleucus	Guinea	Olayemi et al.	LIV_V	KT992420	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992420		
