strain	date	country	host	abbr_authors	l_lineage	genbank_accession	author	accession	division
LASV/H.sapiens-tc/NGA/2014/IRR_002	2014-01-20	Nigeria	Homo sapiens	Ehichioya et al.	LIII	MK107855	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107855	Nasarawa
LASV/H.sapiens-tc/NGA/2016/IRR_011	2016-01-24	Nigeria	Homo sapiens	Ehichioya et al.	LIII	MK107877	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107877	Nasarawa
LASV/H.sapiens-tc/NGA/2016/IRR_008	2016-01-20	Nigeria	Homo sapiens	Ehichioya et al.	LIII	MK107876	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107876	Nasarawa
LASV/H.sapiens-tc/NGA/2016/IRR_032	2016-03-13	Nigeria	Homo sapiens	Ehichioya et al.	LIII	MK107879	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107879	Nasarawa
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0917	2016-03-13	Nigeria	Homo sapiens	Odia et al.	LIII	MH053477	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053477	
H.sapiens-wt/NGA/2018/NML_55	2018-03-11 (2018-01-01 - 2018-12-31)	Nigeria	Homo sapiens	Stein et al.	LIII	MZ169794	Stein,D.R.,Warner,B.M.,Audet,J.,Soule,G.,Sroga,P.,Griffin,B.D.,Grolla,A.,Tierney,K.,Albietz,A.,Kobasa,D.,Musa,A.S.,Ahmad,A.,Akinpelu,A.,Mba,N.,Qiu,X.,Ihekweazu,C.,Safronetz,D.,Leung,A.	MZ169794	
H.sapiens-wt/NGA/2018/NML_33	2018-12-31 (2018-03-03 - 2018-12-31)	Nigeria	Homo sapiens	Stein et al.	LIII	MZ169790	Stein,D.R.,Warner,B.M.,Audet,J.,Soule,G.,Sroga,P.,Griffin,B.D.,Grolla,A.,Tierney,K.,Albietz,A.,Kobasa,D.,Musa,A.S.,Ahmad,A.,Akinpelu,A.,Mba,N.,Qiu,X.,Ihekweazu,C.,Safronetz,D.,Leung,A.	MZ169790	
Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0831	2015-12-30	Nigeria	Homo sapiens	Odia et al.	LIII	MH053464	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053464	
LASV/H.sapiens-tc/NGA/2016/IRR_015	2016-02-03	Nigeria	Homo sapiens	Ehichioya et al.	LIII	MK107878	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107878	Nasarawa
LASV/H.sapiens-wt/NGA/2017/IRR_001	2017-01-24	Nigeria	Homo sapiens	Kafetzopoulou et al.	LIII	MK117829	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117829	Nasarawa
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1604	2016-11-05	Nigeria	Homo sapiens	Odia et al.	LIII	MH053469	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053469	
AV	1946-01-22 (1938-07-18 - 1956-03-05)			Carnec et al.	LIV_V	FR832710	Carnec,X.,Baize,S.,Reynard,S.,Diancourt,L.,Caro,V.,Tordo,N.,Bouloy,M.	FR832710	
AV_15zrtz	1946-01-22 (1938-07-18 - 1956-03-05)			Vieth et al.	LIV_V	AY179171	Vieth,S.,Torda,A.E.,Asper,M.,Schmitz,H.,Gunther,S.	AY179171	
LASV_CIV139	2013-08-22	Côte d'Ivoire	Mastomys	Escalera-Zamudio et al.	LIV_V	MK656397	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656397	
Ouoma-R123	2012-03-29 (2012-03-01 - 2012-03-31)	Mali	Mastomys natalensis	Safronetz et al.	LIV_V	KF478764	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478764	
LASV_3604	2015-08-28	Côte d'Ivoire	Mastomys	Escalera-Zamudio et al.	LIV_V	MK656390	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656390	
Bamba-R114	2012-03-29 (2012-03-01 - 2012-03-31)	Mali	Mastomys natalensis	Safronetz et al.	LIV_V	KF478761	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478761	
LASV_R132	2013-08-22	Côte d'Ivoire	Mastomys	Escalera-Zamudio et al.	LIV_V	MK656396	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656396	
Soromba-R30	2012-03-03	Mali	Mastomys natalensis	Safronetz et al.	LIV_V	KF478763	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478763	
Mali 2009	2009-02-01 (2009-02-01 - 2009-02-25)	Mali	Homo sapiens	Ashraf et al.	LIV_V	OL774862	Ashraf,S.,Love,H.,Burton,C.,Carmichael,S.,Davis,C.,Filipe,A.D.,Roddy,S.,Smollett,K.,Summers,S.,Tong,L.,Richards,K.S.,Thomson,E.C.	OL774862	
LASV_3609	2015-08-28	Côte d'Ivoire	Mastomys	Escalera-Zamudio et al.	LIV_V	MK656391	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656391	
Soromba-R	2009-06-28 (2009-06-01 - 2009-06-30)	Mali	Mastomys natalensis	Safronetz et al.	LIV_V	KF478762	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478762	
LASV_3706	2015-09-07	Côte d'Ivoire	Mastomys	Escalera-Zamudio et al.	LIV_V	MK656398	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656398	
Komina-R16	2012-03-03	Mali	Mastomys natalensis	Safronetz et al.	LIV_V	KF478760	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478760	
LF17019	2017-05-04	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812668	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812668	Bong
LF18042	2018-03-01	Liberia	Homo sapiens	Wiley et al.	LIV_V	MH215288	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215288	Nimba
LF13007	2013-04-29	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812660	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812660	Nimba
LF18037	2018-02-13	Liberia	Homo sapiens	Wiley et al.	LIV_V	MH215282	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215282	Nimba
LF17001	2017-01-09	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812672	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812672	Nimba
LF16016	2016-04-13	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812664	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812664	Nimba
LF18002	2018-01-10	Liberia	Homo sapiens	Wiley et al.	LIV_V	MH215280	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215280	Nimba
LF17020	2017-05-02	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812671	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812671	Nimba
LF17007	2017-01-09	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812666	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812666	Nimba
LF13006	2013-04-29	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812656	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812656	Nimba
LF18041	2018-03-03	Liberia	Homo sapiens	Wiley et al.	LIV_V	MH215286	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215286	Monsterrado
LF18001	2018-01-10	Liberia	Homo sapiens	Wiley et al.	LIV_V	MH215278	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215278	Bong
LF11003	2011-02-20	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812652	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812652	Bong
LF17013	2017-02-13	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812676	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812676	Bong
LF16004	2016-02-26	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812662	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812662	Bong
LF11011	2011-04-14	Liberia	Homo sapiens	Welch et al.	LIV_V	MG812654	Welch,S.R.,Davis,W.G.,Patel,K.,Albarino,C.G.,Stroher,U.	MG812654	Bong
Guinea Faranah	1996-05-07 (1995-09-28 - 1997-03-10)	Guinea	Homo sapiens	Rossi et al.	LIV_V	KU978808	Rossi,S.L.,Guerbois,M.,Forrester,N.L.,Ksiazek,T.,Lin,D.,Hari,K.,Weaver,S.C.	KU978808	
Yar-24	2013-11-21	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490746	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490746	Yarawalia
Dam-05	2013-11-15	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490738	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490738	Damania
Dal-11	2013-11-28	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490737	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490737	Dalafilani
Ban-377	2003-09-28	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490735	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490735	Bantou
Yar-46	2013-11-21	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490747	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490747	Yarawalia
Kho-29	2013-11-24	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490742	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490742	Khoria
Dam-49	2013-11-17	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490740	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490740	Damania
Tan-491	2003-10-05	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490745	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490745	Tanganya
Saf-01	2013-12-03	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490743	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490743	Safrani
Bri-08	2013-12-14	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490736	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490736	Brissa
Sil-03	2013-12-06	Guinea	Mastomys natalensis	Bangura et al.	LIV_V	OR490744	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490744	Silimi
Bantou289	2003-09-25	Guinea	Mastomys natalensis	Gunther et al.	LIV_V	MK044799	Gunther,S.,Rosenthal,M.	MK044799	
LASV_3625	2015-08-29	Côte d'Ivoire	Mastomys	Escalera-Zamudio et al.	LIV_V	MK656392	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656392	
BA366	2003-12-29 (2003-01-01 - 2003-12-31)	Guinea	Mastomys natalensis	Ehichioya et al.	LIV_V	GU979513	Ehichioya,D.U.,Hass,M.,Becker-Ziaja,B.,Ehimuan,J.,Asogun,D.A.,Fichet-Calvet,E.,Kleinsteuber,K.,Lelke,M.,Ter Meulen,J.,Akpede,G.O.,Omilabu,S.A.,Gunther,S.,Olschlager,S.	GU979513	
LASV/GUI/KIS-2019	2019-01-28	Guinea	Homo sapiens	Magassouba et al.	LIV_V	MT861993	Magassouba,N.,Koivogui,E.,Conde,S.,Kone,M.,Koropogui,M.,Soropogui,B.,Kekoura,I.,Hinzmann,J.,Guenther,S.,Keita,S.,Duraffour,S.,Fichet-Calvet,E.,N'Faly Magassouba,N.,Fichet-Calve,E.	MT861993	Kissidougou
LF18040	2018-03-02	Liberia	Homo sapiens	Wiley et al.	LIV_V	MH215284	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215284	Monsterrado
Z148	1984-05-21 (1980-09-03 - 1988-02-25)			Hajjaj et al.	LIV_V	AY628204	Hajjaj,A.,Chain,P.S.G.,Do,L.H.,Smith,K.L.,Imbro,P.M.,Malfatti,S.A.,Jahrling,P.B.,Geisbert,J.,Ibrahim,M.S.	AY628204	
Macenta	1981-07-24 (1981-01-28 - 1982-05-21)			Hajjaj et al.	LIV_V	AY628200	Hajjaj,A.,Chain,P.S.G.,Do,L.H.,Smith,K.L.,Imbro,P.M.,Malfatti,S.A.,Jahrling,P.B.,Geisbert,J.,Ibrahim,M.S.	AY628200	
GUINEA Z-185a	1981-01-20	Guinea	Homo sapiens	Rossi et al.	LIV_V	KU978809	Rossi,S.L.,Guerbois,M.,Forrester,N.L.,Ksiazek,T.,Lin,D.,Hari,K.,Weaver,S.C.	KU978809	
Fal-31	2017-06-27	Sierra Leone	Mastomys natalensis	Bangura et al.	LIV_V	OR490750	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490750	Falaba
Fal-26	2017-06-26	Sierra Leone	Mastomys natalensis	Bangura et al.	LIV_V	OR490749	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490749	Falaba
M.erythroleucus/SLE/2019/Kamasseh-08476	2019-04-17	Sierra Leone	Mastomys erythroleucus	Ghersi et al.	LIV_V	OM791225	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791225	Kamasseh
M.natalensis-wt/SLE/2019/Bafodia-00204	2019-09-08	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM735981	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735981	Bafodia
M.natalensis-wt/SLE/2019/Bafodia-00187	2019-09-08	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM735985	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735985	Bafodia
M.natalensis-wt/SLE/2019/Bafodia-00188	2019-09-08	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM735983	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735983	Bafodia
M.natalensis-wt/SLE/2019/Bafodia-00106	2019-09-07	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM735987	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735987	Bafodia
M.natalensis-wt/SLE/2019/Bafodia-00303	2019-11-06	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM735969	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735969	Bafodia
G1442-SLE-2011	2011-01-01 (2011-01-01 - 2011-11-18)	Sierra Leone	Homo sapiens	Andersen et al.	LIV_V	KM821799	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821799	
M.natalensis-wt/SLE/2019/Makump-00052	2019-08-02	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM735989	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735989	Makump
Mak-67	2017-06-12	Sierra Leone	Mastomys natalensis	Bangura et al.	LIV_V	OR490751	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490751	Makakura
M.natalensis/SLE/2019/Kamasseh-08477	2019-04-17	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM791227	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791227	Kamasseh
G1200-LIB-2010	2010-12-31 (2010-02-09 - 2010-12-31)	Liberia	Homo sapiens	Andersen et al.	LIV_V	KM821797	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821797	
M.natalensis/SLE/2019/Kapethe-08499	2019-05-29	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM791229	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791229	Kapethe
M.natalensis/SLE/2019/Kapethe-08503	2019-05-30	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM791231	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791231	Kapethe
M.natalensis-wt/SLE/2019/Kapethe-00214	2019-10-03	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM735979	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735979	Kapethe
M.natalensis-wt/SLE/2019/Kapethe-00217	2019-10-03	Sierra Leone	Mastomys natalensis	Ghersi et al.	LIV_V	OM735977	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735977	Kapethe
LASV_3630	2015-08-29	Côte d'Ivoire	Mastomys	Escalera-Zamudio et al.	LIV_V	MK656394	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656394	
Mad41	2014-05-08	Guinea	Mastomys erythroleucus	Olayemi et al.	LIV_V	KT992427	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992427	
LASV_3715	2015-09-07	Côte d'Ivoire	Mastomys	Escalera-Zamudio et al.	LIV_V	MK656400	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656400	
Mad69	2014-05-09	Guinea	Mastomys erythroleucus	Olayemi et al.	LIV_V	KT992430	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992430	
