Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
PP431179,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR155LIV,L,4496,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-01-02,2024-03-10,ssRNA(+/-)
PP431180,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWISR001KID,S,1543,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-01-06,2024-03-10,ssRNA(+/-)
PP431181,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR058LIV,L,4625,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-11-09,2024-03-10,ssRNA(+/-)
PP431182,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR140OS,L,6292,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-02-22,2024-03-10,ssRNA(+/-)
PP431183,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR063,S,1707,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-16,2024-03-10,ssRNA(+/-)
PP431184,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIJR150KID,S,1562,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-03-02,2024-03-10,ssRNA(+/-)
PP431185,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR047,S,1707,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-15,2024-03-10,ssRNA(+/-)
PP431186,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR075KID,L,6156,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-29,2024-03-10,ssRNA(+/-)
PP431187,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWISR018KID,S,1652,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-04-06,2024-03-10,ssRNA(+/-)
PP431188,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR071KD,S,1644,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-16,2024-03-10,ssRNA(+/-)
PP431189,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR055KID,S,1572,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-11-06,2024-03-10,ssRNA(+/-)
PP431190,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR155LIV,S,1512,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-01-02,2024-03-10,ssRNA(+/-)
PP431191,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR108,L,6641,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-18,2024-03-10,ssRNA(+/-)
PP431192,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR175SPL,L,6611,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-09-03,2024-03-10,ssRNA(+/-)
PP431193,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWISR002KID,S,1531,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-01-06,2024-03-10,ssRNA(+/-)
PP431194,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR159SPL,S,1662,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-08-03,2024-03-10,ssRNA(+/-)
PP431195,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIJR133LIV,L,3893,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-01-21,2024-03-10,ssRNA(+/-)
PP431196,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR061KID,S,1670,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-11-11,2024-03-10,ssRNA(+/-)
PP431197,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR124,L,6663,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-07,2024-03-10,ssRNA(+/-)
PP431198,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR140RS,S,1707,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-02-22,2024-03-10,ssRNA(+/-)
PP431199,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIJR133LIV,S,1579,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-01-21,2024-03-10,ssRNA(+/-)
PP431200,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR055SPL,L,4545,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-11-06,2024-03-10,ssRNA(+/-)
PP431201,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIJR133SPL,S,1640,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-01-21,2024-03-10,ssRNA(+/-)
PP431202,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR159KID,S,1644,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-01-02,2024-03-10,ssRNA(+/-)
PP431203,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR056KID,S,1630,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-11-07,2024-03-10,ssRNA(+/-)
PP431204,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR048,S,1707,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-15,2024-03-10,ssRNA(+/-)
PP431205,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR175SPL,S,1626,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-09-03,2024-03-10,ssRNA(+/-)
PP431206,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR048,L,6641,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-15,2024-03-10,ssRNA(+/-)
PP431207,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR159KID,L,4856,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-01-02,2024-03-10,ssRNA(+/-)
PP431208,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR075KID,S,1673,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-29,2024-03-10,ssRNA(+/-)
PP431209,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWEHR056KID,L,6006,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-11-07,2024-03-10,ssRNA(+/-)
PP431210,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIJR150KID,L,4112,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2022-03-02,2024-03-10,ssRNA(+/-)
PP431211,Mammarenavirus lassaense,Mammarenavirus lassaense,,OWIYR062,S,1707,partial,Nigeria: Owo,Nigeria,Rodentia,,"Happi,A.N., Ogunsanya,O.A., Sijuwola,A.E., Saibu,F.M., Akano,K., Ayinla,A.O., Nwofoke,C., Daodu,R.O., Adedokun,O.A., Fadele,J., Elias,O.T., Ogundana,K.E., Lawal,O.Z., Adelabu,A., Nosamiefan,I., Okolie,J., Parker,Z., McCauley,M., Lombardi,K., Eller,L.A., Broach,E., Prins,P., Parker,E., Page,B., Heeney,J.L., Modjarrad,K., Collins,N.D., Vasan,S., Happi,C.T.",2021-06-15,2024-03-10,ssRNA(+/-)
OR490691,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Bantou,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2003-09-28,2023-12-12,ssRNA(+/-)
OR490692,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2013-12-14,2023-12-12,ssRNA(+/-)
OR490693,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2013-11-28,2023-12-12,ssRNA(+/-)
OR490694,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2013-11-15,2023-12-12,ssRNA(+/-)
OR490695,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1448,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2013-11-15,2023-12-12,ssRNA(+/-)
OR490696,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2013-11-17,2023-12-12,ssRNA(+/-)
OR490697,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1407,partial,Guinea: Denguedou,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2005-02-17,2023-12-12,ssRNA(+/-)
OR490698,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Khoria,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2013-11-24,2023-12-12,ssRNA(+/-)
OR490699,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Safrani,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2013-12-03,2023-12-12,ssRNA(+/-)
OR490700,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Silimi,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2013-12-06,2023-12-12,ssRNA(+/-)
OR490701,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,1476,partial,Guinea: Tanganya,Guinea,Mastomys natalensis,blood,"Bangura,U., Davis,C., Lamin,J., Bangura,J., Soropogui,B., Davison,A.J., Nichols,J., Vucak,M., Dawson,M., Ansumana,R., Sondufu,D., Cadar,D., Rieger,T., Thomson,E., Sahr,F., Magassouba,N., Ghersi,B., Bird,B.H., Fichet-Calvet,E.",2003-10-05,2023-12-12,ssRNA(+/-)
