strain	date	abbr_authors	s_lineage	gpc_lineage	genbank_accession	author	accession	country	host	sub_lineage	division
LASV/H.sapiens-tc/NGA/2015/IRR_008	2015-04-10	Ehichioya et al.	LIII	LIII	MK107912	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107912	Nigeria	Homo sapiens	3e	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0419	2016-01-28	Odia et al.	LIII	LIII	MH053470	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053470	Nigeria	Homo sapiens		
LASV/H.sapiens-tc/NGA/2016/IRR_014	2016-01-28	Ehichioya et al.	LIII	LIII	MK107918	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107918	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-tc/NGA/2016/IRR_009	2016-01-20	Ehichioya et al.	LIII	LIII	MK107939	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107939	Nigeria	Homo sapiens	3e	Plateau
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1541	2016-10-13	Odia et al.	LIII	LIII	MH053482	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053482	Nigeria	Homo sapiens		
LASV/H.sapiens-tc/NGA/2016/IRR_003	2016-01-04	Ehichioya et al.	LIII	LIII	MK107940	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107940	Nigeria	Homo sapiens	3e	Plateau
LASV/H.sapiens-tc/NGA/2016/IRR_005	2016-01-08	Ehichioya et al.	LIII	LIII	MK107953	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107953	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_014	2013-11-23	Ehichioya et al.	LIII	LIII	MK107899	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107899	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-wt/NGA/2015/IRR_004	2015-01-18	Ehichioya et al.	LIII	LIII	MK107979	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107979	Nigeria	Homo sapiens	3e	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1609	2016-11-01	Odia et al.	LIII	LIII	MH053589	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053589	Nigeria	Homo sapiens		
LASV/H.sapiens-wt/NGA/2018/IRR_136	2018-03-05	Kafetzopoulou et al.	LIII	LIII	MK118034	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118034	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_054	2018-02-04	Kafetzopoulou et al.	LIII	LIII	MK117989	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117989	Nigeria	Homo sapiens	3e	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1546	2016-10-16	Odia et al.	LIII	LIII	MH053468	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053468	Nigeria	Homo sapiens		
LASV/H.sapiens-wt/NGA/2018/IRR_086	2018-02-08	Kafetzopoulou et al.	LIII	LIII	MK118011	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118011	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_015	2013-12-04	Ehichioya et al.	LIII	LIII	MK107945	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107945	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_016	2013-12-08	Ehichioya et al.	LIII	LIII	MK107900	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107900	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-wt/NGA/2013/IRR_010	2013-03-10	Ehichioya et al.	LIII	LIII	MK107974	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107974	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-tc/NGA/2015/IRR_009	2015-04-25	Ehichioya et al.	LIII	LIII	MK107911	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107911	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-tc/NGA/2016/IRR_031	2016-03-11	Ehichioya et al.	LIII	LIII	MK107954	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107954	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_001	2018-01-02	Kafetzopoulou et al.	LIII	LIII	MK117952	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117952	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_001_I	2018-01-02	Kafetzopoulou et al.	LIII	LIII	MK117852	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117852	Nigeria	Homo sapiens		Bauchi
LASV/H.sapiens-tc/NGA/2014/IRR_003	2014-04-07	Ehichioya et al.	LIII	LIII	MK107947	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107947	Nigeria	Homo sapiens	3e	Bauchi
LASV/H.sapiens-tc/NGA/2016/IRR_028	2016-02-29	Ehichioya et al.	LIII	LIII	MK107920	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107920	Nigeria	Homo sapiens	3e	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0621	2016-02-12	Odia et al.	LIII	LIII	MH053474	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053474	Nigeria	Homo sapiens		
LASV/H.sapiens-tc/NGA/2016/IRR_019	2016-02-12	Ehichioya et al.	LIII	LIII	MK107919	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107919	Nigeria	Homo sapiens	3e	Bauchi
LASV_R124	2013-08-20	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656419	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656419	Côte d'Ivoire	Mastomys		
LASV_CIV139	2013-08-22	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656421	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656421	Côte d'Ivoire	Mastomys		
LASV_R132	2013-08-22	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656420	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656420	Côte d'Ivoire	Mastomys		
LASV_3523	2015-08-24	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656422	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656422	Côte d'Ivoire	Mastomys		
LASV_3630	2015-08-29	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656418	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656418	Côte d'Ivoire	Mastomys		
LASV_3604	2015-08-28	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656414	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656414	Côte d'Ivoire	Mastomys		
LASV_3609	2015-08-28	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656415	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656415	Côte d'Ivoire	Mastomys		
LASV_3629	2015-08-29	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656417	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656417	Côte d'Ivoire	Mastomys		
LASV_3625	2015-08-29	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656416	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656416	Côte d'Ivoire	Mastomys		
AV	1989-09-03 (1972-07-08 - 2006-06-02)	Carnec et al.	LIV_V	LIV_V	FR832711	Carnec,X.,Baize,S.,Reynard,S.,Diancourt,L.,Caro,V.,Tordo,N.,Bouloy,M.	FR832711				
AV_21hyc3	1989-09-03 (1972-07-08 - 2006-06-02)	Gunther et al.	LIV_V	LIV_V	AF246121	Gunther,S.,Emmerich,P.,Laue,T.,Kuhle,O.,Asper,M.,Jung,A.,Grewing,T.,ter Meulen,J.,Schmitz,H.,Hass,M.,Golnitz,U.,Muller,S.,Becker-Ziaja,B.	AF246121				
Soromba-R30	2012-03-03	Safronetz et al.	LIV_V	LIV_V	KF478769	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478769	Mali	Mastomys natalensis		
Komina-R16	2012-03-03	Safronetz et al.	LIV_V	LIV_V	KF478767	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478767	Mali	Mastomys natalensis		
Soromba-R	2009-06-01 (2009-06-01 - 2009-06-27)	Safronetz et al.	LIV_V	LIV_V	KF478765	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478765	Mali	Mastomys natalensis		
Soromba	2009-02-17	Atkin et al.	LIV_V	LIV_V	FJ824031	Atkin,S.,Anaraki,S.,Gothard,P.,Walsh,A.,Brown,D.,Gopal,R.,Hand,J.,Morgan,D.,Hand,J.F.,Brown,D.W.G.	FJ824031	Mali	Homo sapiens		
Mali 2009	2009-02-17 (2009-02-01 - 2009-02-28)	Ashraf et al.	LIV_V	LIV_V	OL774863	Ashraf,S.,Love,H.,Burton,C.,Carmichael,S.,Davis,C.,Filipe,A.D.,Roddy,S.,Smollett,K.,Summers,S.,Tong,L.,Richards,K.S.,Thomson,E.C.	OL774863	Mali	Homo sapiens		
Bamba-R114	2012-03-01 (2012-03-01 - 2012-03-28)	Safronetz et al.	LIV_V	LIV_V	KF478766	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478766	Mali	Mastomys natalensis		
Ouoma-R123	2012-03-01 (2012-03-01 - 2012-03-28)	Safronetz et al.	LIV_V	LIV_V	KF478768	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478768	Mali	Mastomys natalensis		
LASV_3715	2015-09-07	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656426	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656426	Côte d'Ivoire	Mastomys		
LASV_3711	2015-09-07	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656424	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656424	Côte d'Ivoire	Mastomys		
LASV_3713	2015-09-07	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656425	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656425	Côte d'Ivoire	Mastomys		
LASV_3706	2015-09-07	Escalera-Zamudio et al.	LIV_V	LIV_V	MK656423	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656423	Côte d'Ivoire	Mastomys		
Z148	1970-08-11 (1964-06-01 - 1977-02-21)	Hajjaj et al.	LIV_V	LIV_V	AY628205	Hajjaj,A.,Chain,P.S.G.,Do,L.H.,Smith,K.L.,Imbro,P.M.,Malfatti,S.A.,Jahrling,P.B.,Geisbert,J.,Ibrahim,M.S.	AY628205				
Macenta	1981-01-12 (1979-03-20 - 1984-03-22)	Hajjaj et al.	LIV_V	LIV_V	AY628201	Hajjaj,A.,Chain,P.S.G.,Do,L.H.,Smith,K.L.,Imbro,P.M.,Malfatti,S.A.,Jahrling,P.B.,Geisbert,J.,Ibrahim,M.S.	AY628201				
GUINEA Z-185a	1981-01-20	Rossi et al.	LIV_V	LIV_V	KU978810	Rossi,S.L.,Guerbois,M.,Forrester,N.L.,Ksiazek,T.,Lin,D.,Hari,K.,Weaver,S.C.	KU978810	Guinea	Homo sapiens		
Lib06-174	2006-01-01 (2006-01-01 - 2006-11-19)	Olschlager et al.	LIV_V	LIV_V	GU830821	Olschlager,S.,Lelke,M.,Emmerich,P.,Panning,M.,Drosten,C.,Hass,M.,Asogun,D.,Ehichioya,D.,Omilabu,S.,Gunther,S.	GU830821	Liberia	Homo sapiens		
LF18040	2018-03-02	Wiley et al.	LIV_V	LIV_V	MH215285	Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	MH215285	Liberia	Homo sapiens		Monsterrado
LASV/GUI/KIS-2019	2019-01-28	Magassouba et al.	LIV_V	LIV_V	MT861994	Magassouba,N.,Koivogui,E.,Conde,S.,Kone,M.,Koropogui,M.,Soropogui,B.,Kekoura,I.,Hinzmann,J.,Guenther,S.,Keita,S.,Duraffour,S.,Fichet-Calvet,E.,N'Faly Magassouba,N.,Fichet-Calve,E.	MT861994	Guinea	Homo sapiens		Kissidougou
DGD-87	2005-02-17	Olayemi et al.	LIV_V	LIV_V	MN123654	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123654	Guinea	Mastomys natalensis		Denguedou
DGD-4	2005-02-16	Olayemi et al.	LIV_V	LIV_V	MN123651	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123651	Guinea	Mastomys natalensis		Denguedou
DGD-104	2005-02-17	Olayemi et al.	LIV_V	LIV_V	MN123655	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123655	Guinea	Mastomys natalensis		Denguedou
DGD-35	2005-02-17	Olayemi et al.	LIV_V	LIV_V	MN123653	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123653	Guinea	Mastomys natalensis		Denguedou
DGD-112	2005-02-17	Olayemi et al.	LIV_V	LIV_V	MN123656	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123656	Guinea	Mastomys natalensis		Denguedou
DGD-28	2005-02-16	Olayemi et al.	LIV_V	LIV_V	MN123652	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123652	Guinea	Mastomys natalensis		Denguedou
Den-43	2005-02-17	Bangura et al.	LIV_V	LIV_V	OR490697	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490697	Guinea	Mastomys natalensis		Denguedou
DGD43	2005-02-17 (2005-01-01 - 2005-12-31)	Olschlager et al.	LIV_V	LIV_V	GU830842	Olschlager,S.,Lelke,M.,Emmerich,P.,Panning,M.,Drosten,C.,Hass,M.,Asogun,D.,Ehichioya,D.,Omilabu,S.,Gunther,S.	GU830842	Guinea	Mastomys natalensis		
M.natalensis-wt/SLE/2019/Makump-00052	2019-08-02	Ghersi et al.	LIV_V	LIV_V	OM735988	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735988	Sierra Leone	Mastomys natalensis		Makump
M.natalensis/SLE/2019/Kapethe-08499	2019-05-29	Ghersi et al.	LIV_V	LIV_V	OM791230	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791230	Sierra Leone	Mastomys natalensis		Kapethe
M.natalensis/SLE/2019/Kapethe-08503	2019-05-30	Ghersi et al.	LIV_V	LIV_V	OM791232	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM791232	Sierra Leone	Mastomys natalensis		Kapethe
M.natalensis-wt/SLE/2019/Kapethe-00214	2019-10-03	Ghersi et al.	LIV_V	LIV_V	OM735978	Ghersi,B.,Vucak,M.,Nichols,J.,Bangura,J.,Davison,A.J.,Bird,B.	OM735978	Sierra Leone	Mastomys natalensis		Kapethe
