strain	date	abbr_authors	s_lineage	sub_lineage	gpc_lineage	genbank_accession	author	accession	host	country	division
LASV/H.sapiens-tc/NGA/2016/IRR_009	2016-01-20	Ehichioya et al.	LIII	3e	LIII	MK107939	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107939	Homo sapiens	Nigeria	Plateau
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1541	2016-10-13	Odia et al.	LIII		LIII	MH053482	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053482	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2016/IRR_003	2016-01-04	Ehichioya et al.	LIII	3e	LIII	MK107940	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107940	Homo sapiens	Nigeria	Plateau
LASV/H.sapiens-tc/NGA/2016/IRR_005	2016-01-08	Ehichioya et al.	LIII	3e	LIII	MK107953	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107953	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_014	2013-11-23	Ehichioya et al.	LIII	3e	LIII	MK107899	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107899	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-wt/NGA/2015/IRR_004	2015-01-18	Ehichioya et al.	LIII	3e	LIII	MK107979	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107979	Homo sapiens	Nigeria	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1609	2016-11-01	Odia et al.	LIII		LIII	MH053589	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053589	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_136	2018-03-05	Kafetzopoulou et al.	LIII	3e	LIII	MK118034	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118034	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_054	2018-02-04	Kafetzopoulou et al.	LIII	3e	LIII	MK117989	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117989	Homo sapiens	Nigeria	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1546	2016-10-16	Odia et al.	LIII		LIII	MH053468	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053468	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_086	2018-02-08	Kafetzopoulou et al.	LIII	3e	LIII	MK118011	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118011	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_015	2013-12-04	Ehichioya et al.	LIII	3e	LIII	MK107945	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107945	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-tc/NGA/2013/IRR_016	2013-12-08	Ehichioya et al.	LIII	3e	LIII	MK107900	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107900	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-wt/NGA/2013/IRR_010	2013-03-10	Ehichioya et al.	LIII	3e	LIII	MK107974	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107974	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-tc/NGA/2015/IRR_009	2015-04-25	Ehichioya et al.	LIII	3e	LIII	MK107911	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107911	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-tc/NGA/2016/IRR_031	2016-03-11	Ehichioya et al.	LIII	3e	LIII	MK107954	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107954	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_001	2018-01-02	Kafetzopoulou et al.	LIII	3e	LIII	MK117952	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117952	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-wt/NGA/2018/IRR_001_I	2018-01-02	Kafetzopoulou et al.	LIII		LIII	MK117852	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117852	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-tc/NGA/2014/IRR_003	2014-04-07	Ehichioya et al.	LIII	3e	LIII	MK107947	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107947	Homo sapiens	Nigeria	Bauchi
LASV/H.sapiens-tc/NGA/2016/IRR_028	2016-02-29	Ehichioya et al.	LIII	3e	LIII	MK107920	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107920	Homo sapiens	Nigeria	Bauchi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0621	2016-02-12	Odia et al.	LIII		LIII	MH053474	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053474	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2016/IRR_019	2016-02-12	Ehichioya et al.	LIII	3e	LIII	MK107919	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107919	Homo sapiens	Nigeria	Bauchi
Lib05-4094	2005-01-01 (2005-01-01 - 2005-11-23)	Olschlager et al.	LIV_V		LIV_V	GU830819	Olschlager,S.,Lelke,M.,Emmerich,P.,Panning,M.,Drosten,C.,Hass,M.,Asogun,D.,Ehichioya,D.,Omilabu,S.,Gunther,S.	GU830819	Homo sapiens	Liberia	
LASV_R124	2013-08-20	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656419	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656419	Mastomys	Côte d'Ivoire	
LASV_CIV139	2013-08-22	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656421	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656421	Mastomys	Côte d'Ivoire	
LASV_R132	2013-08-22	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656420	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656420	Mastomys	Côte d'Ivoire	
LASV_3523	2015-08-24	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656422	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656422	Mastomys	Côte d'Ivoire	
LASV_3630	2015-08-29	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656418	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656418	Mastomys	Côte d'Ivoire	
LASV_3604	2015-08-28	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656414	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656414	Mastomys	Côte d'Ivoire	
LASV_3609	2015-08-28	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656415	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656415	Mastomys	Côte d'Ivoire	
LASV_3629	2015-08-29	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656417	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656417	Mastomys	Côte d'Ivoire	
LASV_3625	2015-08-29	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656416	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656416	Mastomys	Côte d'Ivoire	
AV	2000-12-10 (1981-06-20 - 2011-12-21)	Carnec et al.	LIV_V		LIV_V	FR832711	Carnec,X.,Baize,S.,Reynard,S.,Diancourt,L.,Caro,V.,Tordo,N.,Bouloy,M.	FR832711			
AV_2g30w0	2000-12-10 (1981-06-20 - 2011-12-21)	Gunther et al.	LIV_V		LIV_V	AF246121	Gunther,S.,Emmerich,P.,Laue,T.,Kuhle,O.,Asper,M.,Jung,A.,Grewing,T.,ter Meulen,J.,Schmitz,H.,Hass,M.,Golnitz,U.,Muller,S.,Becker-Ziaja,B.	AF246121			
Soromba-R30	2012-03-03	Safronetz et al.	LIV_V		LIV_V	KF478769	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478769	Mastomys natalensis	Mali	
Komina-R16	2012-03-03	Safronetz et al.	LIV_V		LIV_V	KF478767	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478767	Mastomys natalensis	Mali	
Soromba-R	2009-06-01 (2009-06-01 - 2009-06-27)	Safronetz et al.	LIV_V		LIV_V	KF478765	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478765	Mastomys natalensis	Mali	
Soromba	2009-02-17	Atkin et al.	LIV_V		LIV_V	FJ824031	Atkin,S.,Anaraki,S.,Gothard,P.,Walsh,A.,Brown,D.,Gopal,R.,Hand,J.,Morgan,D.,Hand,J.F.,Brown,D.W.G.	FJ824031	Homo sapiens	Mali	
Mali 2009	2009-02-17 (2009-02-01 - 2009-02-28)	Ashraf et al.	LIV_V		LIV_V	OL774863	Ashraf,S.,Love,H.,Burton,C.,Carmichael,S.,Davis,C.,Filipe,A.D.,Roddy,S.,Smollett,K.,Summers,S.,Tong,L.,Richards,K.S.,Thomson,E.C.	OL774863	Homo sapiens	Mali	
Bamba-R114	2012-03-31 (2012-03-04 - 2012-03-31)	Safronetz et al.	LIV_V		LIV_V	KF478766	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478766	Mastomys natalensis	Mali	
Ouoma-R123	2012-03-01 (2012-03-01 - 2012-03-28)	Safronetz et al.	LIV_V		LIV_V	KF478768	Safronetz,D.,Sogoba,N.,Lopez,J.E.,Maiga,O.,Dahlstrom,E.,Zivcec,M.,Feldmann,F.,Haddock,E.,Fischer,R.J.,Anderson,J.M.,Munster,V.J.,Branco,L.,Garry,R.,Porcella,S.F.,Schwan,T.G.,Feldmann,H.	KF478768	Mastomys natalensis	Mali	
LASV_3715	2015-09-07	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656426	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656426	Mastomys	Côte d'Ivoire	
LASV_3711	2015-09-07	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656424	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656424	Mastomys	Côte d'Ivoire	
LASV_3713	2015-09-07	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656425	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656425	Mastomys	Côte d'Ivoire	
LASV_3706	2015-09-07	Escalera-Zamudio et al.	LIV_V		LIV_V	MK656423	Escalera-Zamudio,M.,Kouadio,L.,Matranga,C.B.,du Plessis,L.,Theze,J.,Pybus,O.G.,Calvignac-Spencer,S.,Leendertz,F.H.	MK656423	Mastomys	Côte d'Ivoire	
Dam-54	2014-03-25	Marien et al.	LIV_V		LIV_V	MT119506	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119506	Mastomys natalensis	Guinea	Damania
Dam-163	2016-11-16	Marien et al.	LIV_V		LIV_V	MT119518	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119518	Mastomys natalensis	Guinea	Damania
Dam-183	2016-11-16	Marien et al.	LIV_V		LIV_V	MT119519	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119519	Mastomys natalensis	Guinea	Damania
Dam-192	2016-11-17	Marien et al.	LIV_V		LIV_V	MT119520	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119520	Mastomys natalensis	Guinea	Damania
Dam-162	2016-11-16	Marien et al.	LIV_V		LIV_V	MT119517	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119517	Mastomys natalensis	Guinea	Damania
Dam-135	2015-11-13	Marien et al.	LIV_V		LIV_V	MT119514	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119514	Mastomys natalensis	Guinea	Damania
Dam-152	2015-11-15	Marien et al.	LIV_V		LIV_V	MT119516	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119516	Mastomys natalensis	Guinea	Damania
Dam-151	2015-11-15	Marien et al.	LIV_V		LIV_V	MT119515	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119515	Mastomys natalensis	Guinea	Damania
Dam-127	2015-04-19	Marien et al.	LIV_V		LIV_V	MT119513	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119513	Mastomys natalensis	Guinea	Damania
Dam-05	2013-11-15	Bangura et al.	LIV_V		LIV_V	OR490694	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490694	Mastomys natalensis	Guinea	Damania
Dam05	2013-11-15	Olayemi et al.	LIV_V		LIV_V	MN123666	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123666	Mastomys natalensis	Guinea	Damania
Dam-59	2014-03-25	Marien et al.	LIV_V		LIV_V	MT119507	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119507	Mastomys natalensis	Guinea	Damania
Dam-65	2014-03-26	Marien et al.	LIV_V		LIV_V	MT119508	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119508	Mastomys natalensis	Guinea	Damania
Dam-70	2014-03-26	Marien et al.	LIV_V		LIV_V	MT119510	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119510	Mastomys natalensis	Guinea	Damania
Dam-96	2014-03-27	Marien et al.	LIV_V		LIV_V	MT119511	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119511	Mastomys natalensis	Guinea	Damania
Dam95	2014-03-27	Olayemi et al.	LIV_V		LIV_V	MN123674	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123674	Mastomys natalensis	Guinea	Damania
Dam-67	2014-03-26	Marien et al.	LIV_V		LIV_V	MT119509	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119509	Mastomys natalensis	Guinea	Damania
Dam-119	2015-04-18	Marien et al.	LIV_V		LIV_V	MT119512	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119512	Mastomys natalensis	Guinea	Damania
Dam90	2014-03-27	Olayemi et al.	LIV_V		LIV_V	MN123673	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123673	Mastomys natalensis	Guinea	Damania
Ban-377	2003-09-28	Bangura et al.	LIV_V		LIV_V	OR490691	Bangura,U.,Davis,C.,Lamin,J.,Bangura,J.,Soropogui,B.,Davison,A.J.,Nichols,J.,Vucak,M.,Dawson,M.,Ansumana,R.,Sondufu,D.,Cadar,D.,Rieger,T.,Thomson,E.,Sahr,F.,Magassouba,N.,Ghersi,B.,Bird,B.H.,Fichet-Calvet,E.	OR490691	Mastomys natalensis	Guinea	Bantou
BA377	2003-09-28 (2003-01-01 - 2003-12-31)	Olschlager et al.	LIV_V		LIV_V	GU830840	Olschlager,S.,Lelke,M.,Emmerich,P.,Panning,M.,Drosten,C.,Hass,M.,Asogun,D.,Ehichioya,D.,Omilabu,S.,Gunther,S.	GU830840	Mastomys natalensis	Guinea	
Sok-103	2017-02-01	Marien et al.	LIV_V		LIV_V	MT119533	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119533	Mastomys natalensis	Guinea	Sokourala
Sok-68	2014-04-04	Marien et al.	LIV_V		LIV_V	MT119529	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119529	Mastomys natalensis	Guinea	Sokourala
Sok-58	2014-04-04	Marien et al.	LIV_V		LIV_V	MT119527	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119527	Mastomys natalensis	Guinea	Sokourala
